sequence_length	hydrophobicity_full	density	radius_of_gyration	sphericity	surface_area_to_volume_ratio	euler_characteristic	inradius	circumradius	hydrodynamic_radius	disorder_content
165	[-2.53        1.38        6.65        0.04030303]	0.340438343155853	25.4061429421243	0.800152676381903	0.140055915527775	-133	19.562307	59.036274	26.7699115163238	0.206060606060606
165	[-2.53        1.38        6.65        0.04030303]	0.340438343155853	25.4061429421243	0.800152676381903	0.140055915527775	-133	19.562307	59.036274	26.7699115163238	0.206060606060606
165	[-2.53        1.38        6.65        0.04030303]	0.340438343155853	25.4061429421243	0.800152676381903	0.140055915527775	-133	19.562307	59.036274	26.7699115163238	0.206060606060606
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
164	[ -2.53         1.38       -34.9         -0.21280488]	0.172864324212551	30.8440353391465	0.873589453733451	0.10153191211982	-148	30.269081	59.301804	33.8229362529442	1.0
316	[-2.53        1.38       15.17        0.04800633]	0.102704647659514	42.123347827535	0.878410172885118	0.0701530831833089	-217	45.317318	75.43872	48.6829778366647	1.0
316	[-2.53        1.38       15.17        0.04800633]	0.102704647659514	42.123347827535	0.878410172885118	0.0701530831833089	-217	45.317318	75.43872	48.6829778366647	1.0
316	[-2.53        1.38       15.17        0.04800633]	0.102704647659514	42.123347827535	0.878410172885118	0.0701530831833089	-217	45.317318	75.43872	48.6829778366647	1.0
316	[-2.53        1.38       15.17        0.04800633]	0.102704647659514	42.123347827535	0.878410172885118	0.0701530831833089	-217	45.317318	75.43872	48.6829778366647	1.0
316	[-2.53        1.38       15.17        0.04800633]	0.102704647659514	42.123347827535	0.878410172885118	0.0701530831833089	-217	45.317318	75.43872	48.6829778366647	1.0
316	[-2.53        1.38       15.17        0.04800633]	0.102704647659514	42.123347827535	0.878410172885118	0.0701530831833089	-217	45.317318	75.43872	48.6829778366647	1.0
316	[-2.53        1.38       15.17        0.04800633]	0.102704647659514	42.123347827535	0.878410172885118	0.0701530831833089	-217	45.317318	75.43872	48.6829778366647	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
198	[ -2.53        1.38      -59.59       -0.3009596]	0.135481711287254	36.0516286479347	0.829332948698451	0.0922914294045655	-220	30.024876	87.48129	39.1950265054963	1.0
328	[-2.53        1.38       28.91        0.08814024]	0.589301905604451	23.7646976514523	0.823755449491985	0.130301289085456	-199	18.20072	57.923595	27.9495127931179	0.13109756097561
328	[-2.53        1.38       28.91        0.08814024]	0.589301905604451	23.7646976514523	0.823755449491985	0.130301289085456	-199	18.20072	57.923595	27.9495127931179	0.13109756097561
328	[-2.53        1.38       28.91        0.08814024]	0.589301905604451	23.7646976514523	0.823755449491985	0.130301289085456	-199	18.20072	57.923595	27.9495127931179	0.13109756097561
328	[-2.53        1.38       28.91        0.08814024]	0.589301905604451	23.7646976514523	0.823755449491985	0.130301289085456	-199	18.20072	57.923595	27.9495127931179	0.13109756097561
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
118	[ -2.53         1.38       -11.48        -0.09728814]	0.248520811029914	23.6764127811221	0.859789592056785	0.131486268777742	-151	19.022299	47.005894	26.536807233387	1.0
777	[ -2.53         1.38       -11.09        -0.01427284]	0.140844804381647	43.2869060172263	0.944223761058764	0.0523020636961028	-319	50.3671	82.70888	60.7473733620036	0.666666666666667
777	[ -2.53         1.38       -11.09        -0.01427284]	0.140844804381647	43.2869060172263	0.944223761058764	0.0523020636961028	-319	50.3671	82.70888	60.7473733620036	0.666666666666667
777	[ -2.53         1.38       -11.09        -0.01427284]	0.140844804381647	43.2869060172263	0.944223761058764	0.0523020636961028	-319	50.3671	82.70888	60.7473733620036	0.666666666666667
777	[ -2.53         1.38       -11.09        -0.01427284]	0.140844804381647	43.2869060172263	0.944223761058764	0.0523020636961028	-319	50.3671	82.70888	60.7473733620036	0.666666666666667
777	[ -2.53         1.38       -11.09        -0.01427284]	0.140844804381647	43.2869060172263	0.944223761058764	0.0523020636961028	-319	50.3671	82.70888	60.7473733620036	0.666666666666667
777	[ -2.53         1.38       -11.09        -0.01427284]	0.140844804381647	43.2869060172263	0.944223761058764	0.0523020636961028	-319	50.3671	82.70888	60.7473733620036	0.666666666666667
777	[ -2.53         1.38       -11.09        -0.01427284]	0.140844804381647	43.2869060172263	0.944223761058764	0.0523020636961028	-319	50.3671	82.70888	60.7473733620036	0.666666666666667
777	[ -2.53         1.38       -11.09        -0.01427284]	0.140844804381647	43.2869060172263	0.944223761058764	0.0523020636961028	-319	50.3671	82.70888	60.7473733620036	0.666666666666667
777	[ -2.53         1.38       -11.09        -0.01427284]	0.140844804381647	43.2869060172263	0.944223761058764	0.0523020636961028	-319	50.3671	82.70888	60.7473733620036	0.666666666666667
638	[-2.53        1.38       11.34        0.01777429]	0.111904141708314	53.6367846024684	0.876972089780128	0.0553724935465178	-265	49.495502	114.26372	61.7790750278478	0.550156739811912
638	[-2.53        1.38       11.34        0.01777429]	0.111904141708314	53.6367846024684	0.876972089780128	0.0553724935465178	-265	49.495502	114.26372	61.7790750278478	0.550156739811912
638	[-2.53        1.38       11.34        0.01777429]	0.111904141708314	53.6367846024684	0.876972089780128	0.0553724935465178	-265	49.495502	114.26372	61.7790750278478	0.550156739811912
638	[-2.53        1.38       11.34        0.01777429]	0.111904141708314	53.6367846024684	0.876972089780128	0.0553724935465178	-265	49.495502	114.26372	61.7790750278478	0.550156739811912
638	[-2.53        1.38       11.34        0.01777429]	0.111904141708314	53.6367846024684	0.876972089780128	0.0553724935465178	-265	49.495502	114.26372	61.7790750278478	0.550156739811912
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
107	[ -2.53         1.38       -54.13        -0.50588785]	0.163532401147263	41.674586802490500	0.657927740947646	0.153389580981135	-106	27.839336	84.49811	29.7267338775757	1.0
416	[ -2.53         1.38       -30.6         -0.07355769]	0.372864814678389	29.1648567691353	0.814075867012382	0.102231771402914	-235	28.412764	86.60937	36.0471130254752	0.216346153846154
