sequence_length	density	radius_of_gyration	sphericity	surface_area_to_volume_ratio	euler_characteristic	inradius	circumradius	hydrodynamic_radius	Predicted_Disorder_Content_DT	Predicted_Disorder_Content_RF	Predicted_Disorder_Content_GB
2850	0.3374573570002032	35.41209726184894	0.9229712287518768	0.0661355037991681	-256	41.011044	76.80171	49.14715981582148	0.20325203252032503	0.12657441734098013	0.09433309256192222
3954	0.1535438250446246	47.88210088511008	0.9251003105218116	0.0460253859952556	-280	59.886604	100.88892	70.45875882645754	0.5212765957446808	0.21777771077232425	0.2889375995514845
2967	0.5436466680781474	38.444472222671045	0.8652696542310565	0.0823476917975361	-226	29.38871	72.18245	42.10351471954848	0.12339450707732728	0.0783336223559706	0.056753892005631947
1095	0.2621234494327288	40.10041111257416	0.8157551083269013	0.0951646830431633	-199	29.62893	82.894966	38.644317997723576	0.12339450707732728	0.1291134153396407	0.07812355751268633
1227	0.5026981824872191	27.64869204409587	0.8481122685768071	0.1094406713621489	-172	24.300333	61.345528	32.321325321152415	0.1513495619644463	0.10215946184105101	0.0799221629822368
1494	0.1547803017347053	41.13417183022549	0.9037015430270042	0.0656453479556077	-235	44.413105	71.9389	50.569921123090445	0.225045372050817	0.3748254765152321	0.2512610375297822
2184	0.0908132827575856	122.93520143145996	0.6482939789324123	0.0660891762338166	-247	78.72095	206.76068	70.01948754955393	0.0052910052910052	0.21985018345649104	0.18366592509894325
1926	0.1182040299476674	85.11314654425027	0.7070623115186264	0.0692179141867219	-178	44.42939	194.13629	61.29782400640236	0.420180722891566	0.15630472444704263	0.2961558118380218
2943	0.2527020856311223	46.11570588764185	0.8654431070249408	0.0636928073465507	-235	45.11956	90.88815	54.42423585545088	0.3651094759290725	0.18103427057396115	0.1795098759731563
4203	0.135655184194389	58.69446898654112	0.8908090766016062	0.0452600158245081	-283	69.51929	124.30735	74.40839207539354	0.03806594448774644	0.12073193523453886	0.18650048311628262
771	0.5744962687322147	22.918537704970056	0.8834473118811376	0.1297612352167345	-178	16.76233	48.604565	26.169512358543937	0.07579037372961155	0.10644616491879703	0.057346473874023786
432	0.3709612963795763	23.216501362002813	0.7779367378788251	0.1518948366062332	-130	16.818094	57.522053	25.388319919539377	0.197619047619048	0.16492339637299536	0.11622800583685934
822	0.6979441168641513	20.015075510556084	0.883156837543138	0.1366768523318704	-166	16.775055	42.93273	24.85355113943841	0.15587363550928948	0.13948323760701534	0.045532061882090656
939	0.6263212666219964	22.19323230328287	0.8477730282255099	0.1282313393342517	-208	21.316074	71.73576	27.59608544231025	0.05419652906538829	0.08845560586115285	0.06691547680954883
5067	0.2300802823205759	50.41133840458696	0.936512987039201	0.0473792926436896	-280	54.52766	91.15818	67.61123638975667	0.052941453060644156	0.1812961029611504	0.08464289235301738
1185	0.5737017916368587	23.38634956882752	0.8568970663960761	0.1150261591918791	-142	20.963606	71.41716	30.436589016182072	0.05162044916634068	0.08045440330358827	0.047581055782039985
240	0.761418675212427	13.84047161587402	0.8600620619741239	0.2127304797608503	-106	13.122862	32.715656	16.396899853924268	0.132780082987552	0.14088895841651142	0.13129250362339806
2127	0.1089484138739935	49.43693059447377	0.9171359919343656	0.0508759411940162	-295	52.002903	99.78213	64.29468322056299	0.03806594448774644	0.15160013823700635	0.10342555226751274
1155	0.7685712444197964	20.26436097804305	0.9018911965578564	0.1219494172932544	-172	22.825844	54.611996	27.27642052929072	0.0709534368070953	0.119385731179533	0.0515705498407568
735	0.7994007076395028	17.968037944530405	0.9083418507463582	0.1404796746553482	-196	16.445349	51.70294	23.510314443474744	0.05056810451899227	0.10438001141194922	0.06588451332946305
1743	0.0896852378223954	51.6499493327507	0.9246677932478312	0.0510133117726034	-265	53.100403	87.84353	63.59925155329883	0.0693387946167349	0.3449352201876471	0.3068916411159579
912	0.3165188686548651	34.68460797863489	0.8522366501834768	0.1038240600928676	-208	30.442999	60.073727	33.90494463757096	0.0391157295516894	0.11663228329758599	0.08932938494572577
564	0.1205252366060616	40.3969966009639	0.8082926583505421	0.0932386679296845	-178	27.071648	73.646225	39.80673524220777	0.5920792079207926	0.44098980177652825	0.3107769628116449
1404	0.283383791960437	34.622198254705005	0.8693707900915514	0.0833627683104693	-184	31.400707	64.0332	41.39463735147099	0.0	0.17874316704259935	0.1492587706339991
1464	0.3391567615962623	32.002288025981336	0.8081951063079206	0.0946627405170423	-214	36.240982	71.00746	39.21262941396636	0.026131135920706604	0.0897292127206067	0.09998638851107958
615	0.1215898398502606	59.666724946810135	0.7632948993007321	0.0939249306008256	-190	31.606028	97.833755	41.84542775076864	0.9592326139088728	0.46918326039612185	0.679315410640126
603	0.6292871833066436	20.89563585851436	0.7960447557296465	0.1586604824782659	-166	16.738537	68.657684	23.75281020141962	0.05056810451899227	0.08158936727656914	0.0634523937659372
1428	0.156109305280942	42.09619921818598	0.8635402629610075	0.0696479641048815	-181	42.200874	91.94766	49.8804355668893	0.43801652892562	0.24139778037349074	0.165164396498279
744	0.6075457693868829	21.02323658795549	0.8396257248952463	0.1393373260707822	-136	17.61064	60.41573	25.642953595062817	0.05056810451899227	0.08694891681765707	0.021754246036234937
669	0.908447334688492	16.474574380276923	0.933729216151982	0.1487797507442072	-148	18.473867	28.604128	21.595162677080346	0.0869565217391304	0.17935053990714553	0.14308508294387828
285	0.7032217142667663	15.02409280915734	0.8159734140910737	0.2070494871775828	-118	12.968442	33.60302	17.757061002667662	0.15587363550928948	0.1378446791668835	0.13598838950872263
1998	0.2621516744842943	32.4434145795632	0.928081318561566	0.0691503741107558	-205	40.81572	66.853714	46.74559476620796	0.0177824267782427	0.16117966973860265	0.1061688559124372
2424	0.3168944166067348	39.89802506621542	0.872311927050992	0.0727209376822432	-250	34.98075	83.0969	47.29224970112912	0.08531383203750503	0.049083949597824875	0.06654426305615113
1728	0.095373007001187	49.79372212788503	0.9237657551172236	0.0521252396584379	-286	51.211372	82.596275	62.30334031915525	0.0052910052910052	0.16631233465649778	0.06572531367698037
1692	0.1120789264931409	72.27483115847429	0.7569717082567393	0.0680425835388556	-208	38.820827	138.80283	58.24528993601027	0.420180722891566	0.1241896138710113	0.16261132288735985
471	0.2205069077335969	33.569859365159985	0.8150151362795206	0.1199711184044568	-172	22.509007	65.274	30.68166140047618	0.15017064846416403	0.19939734225419228	0.19297992982382647
1392	0.6083918296806401	24.068354042772647	0.8577620383740748	0.1115955380859933	-160	25.620186	65.28765	31.340621334081806	0.08617116290806096	0.09357466076774644	0.05261809228352976
543	0.7897590822039586	17.14161954452226	0.8733180286907832	0.1613589347296436	-145	16.759342	46.093277	21.28902690729538	0.15587363550928948	0.13598026990592507	0.07518024564429639
492	0.6525757378135159	19.393471152455085	0.8237653328694999	0.1665423600515072	-133	14.225995	62.57145	21.867192531817476	0.05056810451899227	0.09113552236777867	0.0579524271439315
2220	0.1167752512462989	45.81657436586144	0.9165245772620502	0.0514690960248225	-259	47.498116	86.510956	63.59611686589744	0.420096852300242	0.6563164891934854	0.6443888230166473
3072	0.3696612740002321	44.716892173215314	0.8072239479090763	0.0761002578058905	-196	35.30453	104.18074	48.83611289742998	0.12832550860719902	0.12744586495474022	0.13084323751541221
756	0.2658111992570954	32.746500609760545	0.784352766189765	0.1131653362632875	-160	25.005285	76.41474	33.79842042766932	0.299107142857143	0.21551810975940186	0.23435689235878623
4464	0.1036517048233882	62.840510655730114	0.9645061550916806	0.0381824224002799	-343	65.14442	109.03208	81.46156953131124	0.0	0.1245769635919805	0.12592643485199556
441	0.9911781374911368	15.857229539080308	0.8972950828601337	0.1819303138302627	-181	12.498806	31.736515	18.37726585914895	0.15587363550928948	0.13288942210307797	0.10426869038346771
1935	0.3578095349352546	35.161617519840576	0.8998610109716384	0.0790155834863595	-214	37.903034	71.63823	42.19228714039658	0.0391157295516894	0.08134817653779552	0.07665042584745664
1218	0.4169338241881237	27.27805578779032	0.8165043368123694	0.1066809871470059	-202	25.029657	93.84553	34.440998450477075	0.05419652906538829	0.08928166636745222	0.12063434968350481
2688	0.1388076389762751	62.96716605428921	0.8365569841694764	0.0560303670182046	-271	42.51842	140.7909	64.0032839936076	0.03806594448774644	0.1778763608987548	0.1401688730864805
1428	0.1705169188224831	36.75460050974121	0.8906567530255304	0.069362664849909	-226	34.992664	83.90104	48.560720259277296	0.3651094759290725	0.2102780199296014	0.1996430087952939
786	0.1422375741417649	40.36366562822224	0.8479539485761395	0.0846730135038715	-229	37.876343	79.34684	41.78341874349484	0.5920792079207926	0.4667204784344132	0.28276347028356213
495	0.8928451515534166	16.455538528370873	0.8933492761909636	0.1702738551566868	-166	13.878658	30.508512	19.72204729249928	0.15587363550928948	0.13882075690426451	0.07408784806482706
1140	0.3632455758886092	26.93251432567158	0.8701450779511005	0.0983041084192658	-202	24.44542	76.431854	35.07178887815552	0.05419652906538829	0.07547627128206674	0.01038211384239833
873	0.1997061137620437	36.24350661568552	0.8675622616606875	0.08791146366626	-226	26.196789	66.0254	39.33463201946055	0.5920792079207926	0.4610648206550256	0.41691612034884207
1752	0.1167214390962192	42.18617169326281	0.9025817722664772	0.0573241152973838	-253	49.372692	85.363846	57.98255321275049	0.08107345102806755	0.20717913654544126	0.18933230977588103
2751	0.55838682132703	41.2501296472145	0.8349903064899971	0.0882230599552849	-214	31.76068	79.46649	40.72468221486793	0.0391157295516894	0.08031623441488955	0.09350705410953772
1068	0.0914816256178516	67.71982159990817	0.8044250500837045	0.0684932320409815	-211	43.134262	127.54543	54.448761845416485	0.528813559322034	0.27704280907475154	0.3089439250380348
3441	0.1297482585692175	53.31797700773077	0.955600805089843	0.0442300618290964	-406	65.85709	90.1611	70.9785627893111	0.012696894951298535	0.13968151075418292	0.0935256226611484
987	0.1000106506090838	42.08570760605807	0.8756090728426213	0.0681852367859225	-169	38.79983	77.718925	50.248216168649904	0.0316957210776545	0.3428778359518192	0.24465207871196057
987	0.2899530356429119	33.41389972535967	0.8716899194079555	0.0961421771180886	-175	23.78066	61.03669	35.7968884732288	0.0	0.1855720819865582	0.07928598664277452
858	0.3454078762918039	27.542367474495038	0.8671940531695235	0.105112640476893	-217	25.979258	58.218132	32.9116774299494	0.05419652906538829	0.11178029218131051	0.12291422960561554
1566	0.6515442697460628	25.551079448056885	0.9168842540955984	0.1017629888537923	-250	27.090246	51.05009	32.15265837674232	0.05419652906538829	0.07052978944831471	0.020042783936410416
2457	0.1271810998964392	42.82616093690029	0.9340702577195198	0.0505681632733421	-304	50.327774	102.76583	63.513278538607416	0.12532637075718	0.16279715874513345	0.08115908273043111
1062	0.7207980656004245	20.511697460514203	0.8925249140316139	0.1248899452057763	-172	23.259771	48.81558	26.913701526269065	0.0709534368070953	0.09997886198301117	0.01918009044246429
651	0.3729867524569493	28.492976697621494	0.7751323523103106	0.1326667402272388	-172	25.36302	88.069855	29.173150521744816	0.0878378378378378	0.09659699105205562	0.12011052441609146
1530	0.0944057390818604	52.289902106287286	0.9008270601758612	0.055649706785667	-307	47.985813	110.07274	59.84349518086517	0.13908450704225397	0.25928139170237724	0.2889522798255567
3105	0.3662841433697141	45.65090998564852	0.8900958464976901	0.0683625492488227	-316	40.870377	77.88832	49.30219226604063	0.030378723912986495	0.03761525092228396	0.06187873199439508
1335	0.8724440720830275	21.301579049457025	0.9297619114417276	0.1167720003163681	-226	23.322916	39.74556	27.631902258107697	0.0824053452115813	0.09191703998286509	0.05830931546939668
1080	0.3265031981853086	27.48688966317544	0.8864740575650177	0.0940876901225369	-199	21.931238	62.207195	35.968507515776764	0.05419652906538829	0.11459954394092887	0.0949767370698641
4200	0.3962501741204532	44.69328656715663	0.8856561115255196	0.0649726380991297	-319	32.48322	81.68227	52.134550085048666	0.030378723912986495	0.02908825390542563	0.022709126039070663
675	0.5932664273308139	19.54840739855121	0.8799926679328112	0.1347145482743018	-127	20.074669	49.595585	25.30624462750619	0.05056810451899227	0.08102546554472717	0.029410277397716164
543	0.8042277342972282	17.00933405104962	0.874295242216451	0.1624506111728608	-142	16.064104	44.573742	21.12232837840879	0.15587363550928948	0.13969622736209325	0.07675731113554178
1962	0.1523659152935478	46.66793092501899	0.8731295552970653	0.0611623130417925	-241	46.382324	86.44085	56.17701567745354	0.420096852300242	0.3200973732343033	0.28294464577172507
561	0.9935208414696832	15.4177838716848	0.9346372078977953	0.1617460968727631	-163	16.84025	28.706215	19.84469273977201	0.0869565217391304	0.1937236966937145	0.12966699518280664
2517	0.2120858354978753	53.413125166933625	0.839050915702737	0.0649583047253873	-256	37.963825	116.22236	55.04251339838432	0.3651094759290725	0.16942198296302155	0.11173015369914632
366	1.1614685150367374	12.865089509645124	0.9361239080324768	0.1981753551675783	-181	13.576634	22.487352	16.171051958002295	0.0869565217391304	0.1653004105975317	0.09327919821229935
1269	0.610547813570003	26.03546498332848	0.8965440863214446	0.1085469742894424	-202	22.9576	48.17977	30.82704400127563	0.05419652906538829	0.11817681342007337	0.0766598605166682
1704	0.0975675261302478	50.0108240976534	0.9038534337630888	0.054238793929049	-277	53.267082	94.910995	61.1946166622585	0.0052910052910052	0.1616603079492369	0.1520786709069025
1290	0.1196652869764016	46.76985550971301	0.8712538496386147	0.066010240796543	-184	44.849094	86.22945	52.16332034274199	0.420096852300242	0.40322892336340116	0.35952243465091877
579	0.7627756624430193	17.049760932625524	0.9037129056868564	0.1493504937243601	-145	17.24253	41.30063	22.227166754351583	0.0423728813559322	0.11759280729643805	0.09349126174649731
267	0.992120258206114	12.259577329995052	0.9304844973124212	0.2056338676684113	-112	13.228606	20.723627	15.67896782485819	0.0869565217391304	0.20790211117033733	0.20778096559693507
495	0.3205602346459097	27.86582749509918	0.811265003567032	0.1320994106924208	-175	20.355888	69.30712	27.99352781402632	0.0878378378378378	0.1499875049968335	0.17802500605378788
564	0.5866989446694733	19.439089967525064	0.8586369094442959	0.1485247640253235	-157	18.344143	46.092735	23.524089903638984	0.15587363550928948	0.13643862301129034	0.0737725750192701
453	0.6679246015748447	19.112393076213248	0.8631966580951973	0.1643731045579655	-145	16.33114	39.47508	21.14368823961814	0.15587363550928948	0.14739446051257618	0.08436764700199831
1254	0.1111709050901162	50.58661050830648	0.8927205851033587	0.0622465072945748	-220	46.66225	93.96394	53.9871893027695	0.43801652892562	0.18118522950501137	0.15422520839087386
1107	0.7652643331193243	20.90586130053368	0.8889025844273054	0.1268730289416942	-187	20.669996	46.729343	26.600988631750447	0.20279720279720298	0.13152287011324962	0.06623158699294499
330	0.781217182064462	15.662355366959597	0.8750790299225847	0.1901683771948729	-151	13.542681	35.76723	18.02750719567297	0.15587363550928948	0.15615271723681082	0.10523515791920633
735	0.6748789743142959	20.15413731522498	0.8602703305886688	0.1408860473163871	-172	17.283733	49.31151	24.752457581744935	0.05056810451899227	0.08901936680293046	0.039199364379697225
660	0.3028349851431073	26.813394828068155	0.8001661424394061	0.120034201887457	-151	27.341982	64.39536	31.234609053635243	0.0778688524590164	0.11392266856546127	0.10374685930515574
1749	0.3085923600216262	62.56090225117289	0.7096282156970376	0.0973865707486918	-226	44.063305	138.74089	43.410151955974	0.20924574209245697	0.13996769648492327	0.10129598161054117
1350	0.7754196616950276	21.765239519413083	0.9068143999236676	0.1150536793585778	-175	21.648037	47.657444	28.754269245187373	0.0694006309148265	0.12620861539942674	0.0626637013539982
3255	0.150255491411552	46.505797381560505	0.9223270191997331	0.0485698435069192	-328	53.472336	97.26092	66.96835316766253	0.2183458115774677	0.1665027696926886	0.22112018338630135
897	0.2850741108398893	29.36120429847027	0.8737846810042775	0.098382623735906	-190	26.622416	67.07732	34.89783040815642	0.675585284280936	0.40574733170755156	0.4188700579956909
483	0.4430756362621221	24.21622235392262	0.8810789465495653	0.1364484530772584	-175	21.500687	44.108723	24.95386460978716	0.15587363550928948	0.14009480564940888	0.15520030089842338
537	0.9289313612840756	15.923707022146766	0.9358508270054188	0.1568058909424983	-169	16.451653	26.691599	20.443358841451925	0.0869565217391304	0.1942961186466923	0.1402428909508262
468	0.3217175589110414	43.04709166866554	0.7486262993421369	0.1463691951831268	-178	14.5511465	76.05347	27.3783007562857	0.236994219653179	0.2108945452626943	0.22683939954299204
4200	0.11116896517446	80.75302620053156	0.8273528627522952	0.0445114675289685	-259	58.20171	192.37169	81.46265637892647	0.03806594448774644	0.07860889479967009	0.041162311002799656
2406	0.3341282588831334	34.52775522314016	0.8734132705888972	0.0742288018555028	-226	38.368793	77.58953	46.27314501313565	0.030378723912986495	0.06517298676950262	0.0594922732433673
2178	0.5962767049573156	30.21495602312768	0.8985509187620309	0.0911954216282054	-238	27.82683	61.284924	36.61048873408202	0.05419652906538829	0.09817114524334629	0.05196222176063315
447	0.6944440923685766	21.286165627759	0.8717813228466719	0.1656697581645645	-187	16.995462	38.96538	20.77162416595545	0.15587363550928948	0.12815671042228557	0.103668146963786
1752	0.5265726924088331	26.73436274190196	0.8605850553713286	0.0974765997167989	-199	22.808605	80.27131	35.762435165092334	0.05419652906538829	0.06978617319968797	0.03293085368224513
1350	0.6230623301012203	25.585468404079627	0.8917243817303351	0.1083006222311906	-175	20.50998	51.724495	31.06416336696012	0.08617116290806096	0.0978597993240825	0.0514269907751329
2250	0.5020674307275654	29.41588864253621	0.8718488021618589	0.0869610826802002	-247	28.370197	65.04218	39.56900606618429	0.05419652906538829	0.055958248832421245	0.0646878914681969
3453	0.1803447500195416	56.30327892436426	0.8800512765002542	0.0535486694011566	-226	45.15827	105.04336	63.659700891174936	0.3651094759290725	0.18504450263606304	0.1839654312404731
1110	0.7885247085860537	20.63833068829509	0.9203691401232724	0.121208121393094	-190	20.75351	38.17081	26.89227143870091	0.0833333333333333	0.12598732574534433	0.11502938850422267
297	0.2529951990145648	31.733200292774026	0.6698455546432027	0.1804435940768758	-109	27.0108	60.265728	24.82019026477928	0.06663113006396586	0.2548979158469342	0.22769242183893415
468	0.2560772170085812	41.81655754133831	0.7290964464628326	0.140174873051155	-148	23.49212	98.892	29.35391969187977	0.0452961672473868	0.2078027797733224	0.1246310201437186
3030	0.4609311202229517	35.5364310781254	0.8972702194248284	0.0741717148263211	-277	35.29685	73.01851	45.077485377319	0.030378723912986495	0.050545703286295096	0.04502228528630544
5529	0.5404973860806649	41.05395018203052	0.8912916472427852	0.06423654000218	-277	37.25127	84.861824	52.39855105238324	0.030378723912986495	0.03484897775887821	0.03927575721196033
927	0.1939187943070019	43.36570715204086	0.83870429488418	0.0893562657349475	-208	30.49837	77.20391	40.03016467897488	0.5920792079207926	0.38502429759717927	0.5233377536025239
2715	0.2009031275670544	85.08987741829783	0.6461334123322688	0.0812090783151432	-226	34.669167	231.83823	57.17345977177507	0.0119521912350598	0.21385353220462192	0.0930764709355236
765	0.6067739456367431	21.45675874462947	0.8924304505589682	0.1311857901838115	-184	19.209192	41.594723	25.624776063653385	0.15587363550928948	0.14191003638900562	0.08793905655596429
459	0.4963969470039343	21.899760628201424	0.8292790184339895	0.1556218578948381	-142	16.836792	56.737633	23.24609356127991	0.09199790065405661	0.09770259700981959	0.07071703476933805
3228	0.0980133718634563	69.34434473897356	0.8712594071597162	0.0448607851111502	-328	63.906536	153.20003	76.75504037888552	0.0052910052910052	0.20197820578995165	0.0076312791433279506
1566	0.1262108467078923	44.04777116099215	0.9133842119981318	0.0592050055286689	-277	46.669994	72.73201	55.4765350654846	0.08107345102806755	0.21209922120283994	0.38552412691145266
4200	0.0993978093279573	63.672026426226736	0.9531035220819768	0.0379112028957588	-394	65.16587	107.328285	83.0259045381965	0.832853025936599	0.14070810167152858	0.451711072829697
747	0.7188537398917413	19.855569185962	0.908766158270766	0.1361501078499036	-184	18.720407	38.40442	24.246615143199666	0.0423728813559322	0.11735120364665019	0.10954260991192463
1446	0.5219879914518522	25.71137998902322	0.885935312608341	0.0994830075263258	-166	27.442162	69.31009	34.03849392117155	0.07466285228603185	0.08780431180184026	0.03612813392616551
1734	0.3602967504515856	31.1353093525354	0.883794784598811	0.0838655442229158	-214	27.77639	67.227356	40.47494346053469	0.05419652906538829	0.09254421394555225	0.09237863787860386
1179	0.4033063615431866	26.255977552099893	0.847853449954667	0.1042948947025561	-211	24.473625	58.34834	33.92637147628046	0.05419652906538829	0.09676868802845719	0.09340936362131938
1938	0.1266808082441294	44.13096765390015	0.941913322594322	0.0536515984405711	-253	55.570255	81.19083	59.36461418279769	0.417910447761194	0.2604681292874795	0.2044035082198196
345	0.4623358808516159	19.830021263380576	0.8865073750784457	0.1553478108009428	-148	17.742704	35.672913	21.78380618347793	0.15587363550928948	0.16852407546498432	0.11367748867451363
5499	0.0989882430817609	68.49940484820966	0.9494148409492132	0.0351711574748028	-403	74.04072	115.5088	89.84182749735615	0.013017751479289904	0.1547974144673479	0.12216329596104354
2712	0.1386241814619351	46.5522041959438	0.93495348882544	0.0501082972058689	-286	47.86178	91.42729	64.03561774891736	0.12532637075718	0.26380754412669194	0.1321683807479219
1938	0.0765839287277647	55.10698875351001	0.9229401323510668	0.0484728543800112	-364	53.6317	95.45769	67.05777347556226	0.0381679389312977	0.4862298354480037	0.10936376962359157
996	0.2728876581521028	32.51694397347292	0.8899177329994581	0.091114330737134	-172	29.54657	57.011074	36.998550024677776	0.0	0.19702609883633876	0.09075080839253935
1863	0.1822461657731658	59.33914398690728	0.7877145862974376	0.0723978769800615	-238	28.954653	102.02333	52.604940807456565	0.0140324963072378	0.1783157367048821	0.23090563608349046
1044	0.3246770064875617	29.80715675435233	0.7983921061594459	0.1068248194778309	-193	29.93379	76.370445	35.174898489199414	0.157342657342657	0.10795999255270668	0.1078876700326802
228	0.5610738837569446	17.59560428393032	0.825879736100286	0.2023047352354346	-112	11.489163	40.43637	17.955536917808264	0.0684931506849315	0.17538590295107115	0.12654268800388807
3801	0.2253238936634746	54.48844715021772	0.85933590746113	0.057151731516717	-259	42.962708	104.39984	61.08420174146944	0.3651094759290725	0.20955825773445097	0.14005088007452327
945	0.4306871612341262	25.27705670019325	0.8445013819681135	0.1151308432671089	-211	21.810715	58.644325	30.855259585531748	0.05419652906538829	0.1030875419835063	0.08409888991124295
432	0.3869189219303843	22.677314714172503	0.7860005967281027	0.1535590260553575	-127	17.823187	54.457947	24.85553010775897	0.197619047619048	0.15727364330797058	0.11917599822595039
5457	0.1132105525083534	72.31881976632775	0.8591160043622393	0.0402499745007636	-271	70.92742	194.49644	86.75686208992177	0.03806594448774644	0.11664648731178431	0.10008369553394533
1092	0.1633084146047827	34.9081491489807	0.8920375286815052	0.0751636813743819	-265	36.959515	71.62946	44.74351368276589	0.0904305079194819	0.29928557478386075	0.1598076660441434
1824	0.2559677844627731	33.27863405462419	0.893760464333251	0.0735788835113762	-229	34.71178	70.58904	45.61912190263677	0.463186077643909	0.2420162175817922	0.3176999275740304
453	0.1497998137206198	37.02345443224239	0.732137863986823	0.121728678665171	-199	18.65192	82.232925	33.66165611729897	0.152482269503546	0.4294378738285504	0.3753847475199742
1008	0.2399827161917075	34.226221401876884	0.8643635632523294	0.0897314019606803	-193	27.892683	69.03335	38.67945537195502	0.5920792079207926	0.3325117294972744	0.28815115764230076
4014	0.772829960882389	30.83546987568284	0.9380746060063364	0.0779501403570155	-283	33.345703	54.600468	41.02673664090023	0.0824053452115813	0.10620267702606469	0.049616968693657955
891	0.1980469580620564	50.25905747118565	0.763133290040204	0.09931539521921	-226	31.703012	91.97076	39.5825966077433	0.5920792079207926	0.31763412190410845	0.36389999959635916
1245	0.2243035890200423	34.817874460147515	0.8950786174609852	0.0793793395016598	-214	34.12365	63.748592	42.22334068204448	0.5920792079207926	0.22266648902882508	0.24461324146589164
1836	0.1927063481050893	42.03938682547161	0.9053234275984456	0.0645991721333474	-220	40.52311	88.71056	51.29683184088176	0.3651094759290725	0.18241379580395145	0.15716648958656107
1551	0.1195086725261064	44.177642535678345	0.9313421619564728	0.0570735003108202	-247	48.211758	81.301254	56.43876243585135	0.08107345102806755	0.15574051436577302	0.12930757807364465
2742	0.1878084932810713	52.35285509675038	0.8647534029345723	0.058641051850645	-223	37.3065	108.577194	59.1598716803985	0.3651094759290725	0.15940661305000825	0.05202522989930738
1107	0.3013823916756055	33.92839102907389	0.8646628673178792	0.0937710795546669	-196	28.180122	60.24295	37.00032425589905	0.0	0.15761927016289268	0.1436396062643674
1275	0.6023232664401447	25.644477291594946	0.8859140918946079	0.1105130732933672	-187	27.917145	46.769466	30.641920982723533	0.07466285228603185	0.10822955330445311	0.04724483620044544
2232	0.621529214134081	34.40889963864144	0.8842602299437725	0.0922807808887843	-262	27.824846	58.14053	36.76460472197157	0.12339450707732728	0.07612829102586659	0.045222815279359466
4200	0.3535750568037638	49.07220923835322	0.8676021313255975	0.063382302392449	-226	37.921608	101.572	54.55475797265173	0.030378723912986495	0.07745795488523877	0.03709907616451394
510	0.8652158776672969	17.951096895591196	0.8764156050638332	0.1695899340867789	-196	15.4735565	37.182972	20.18417865277604	0.15587363550928948	0.12178819005088172	0.09918854315805277
720	0.3494669534445054	26.37001090254989	0.8290186002063884	0.1171270850870806	-202	24.502272	59.308136	30.895814207624586	0.05419652906538829	0.0949846112381238	0.11596469685117002
2529	0.1708350709065226	40.05966835134015	0.9096455955069116	0.0564084582210236	-274	45.60009	86.08991	58.46619142102211	0.3651094759290725	0.15851577219800816	0.10430160517926491
2628	0.6460429164487385	31.90119629892993	0.9339025103225876	0.0842708834064702	-313	30.963423	54.04861	38.1190584841265	0.0824053452115813	0.05825978225288724	0.034097130651770995
1668	0.3562296516406789	30.40736594695287	0.8317731541848855	0.0895451445835946	-160	25.947546	74.47092	40.27859503765208	0.0796812749003984	0.09238298026330125	0.14921733730693107
2127	0.1393000734443169	44.02607122486965	0.9191688387673648	0.0567002462550684	-313	53.57797	78.31225	57.56268150598119	0.08107345102806755	0.20208845556467459	0.25245309586308856
438	0.870304894170077	15.730393097956972	0.8885449670226548	0.174324420759077	-133	15.056565	29.783087	19.367948099700737	0.15587363550928948	0.1452099890047392	0.09203077301956704
2484	0.1033247518444902	50.403775072944086	0.918199374040332	0.0478619969773029	-295	59.13497	107.157715	68.26426952764794	0.03806594448774644	0.18249102319174032	0.09919264412639642
537	0.3934176590929341	28.67671424264105	0.7933107279921346	0.1444847848832955	-139	20.47206	61.840813	26.17313900608589	0.0878378378378378	0.13881719845333573	0.1542901670465656
1671	0.5076825603270492	29.86451102133653	0.8463807738826017	0.0989763347382362	-184	29.088604	80.095535	35.81163076837848	0.12443778110944499	0.08048852330409106	0.046847451268886585
555	0.2167126805416219	29.271525621275625	0.8805341859598257	0.1072100040604592	-151	25.038586	55.385773	31.778962939469626	0.5920792079207926	0.31149603742752563	0.24852885382368337
624	0.5060105070614705	23.942587462144072	0.8473433709591611	0.1361852710817331	-109	21.385447	48.60968	25.99750550894704	0.1513495619644463	0.11118351022282402	0.09992090959603732
585	0.5930794864990804	27.86750705505728	0.7906146506990404	0.1583319837709387	-169	14.458507	55.172318	23.965568946332603	0.12286900293492496	0.09351698548642351	0.0806027794679387
1767	0.0750561899399465	52.53145851722381	0.920255482878814	0.0484515336471633	-274	50.827576	92.08088	67.28299460756801	0.0381679389312977	0.45872238418508055	0.12370581173620909
828	0.9116051201492874	17.91841228143513	0.9285930771741776	0.1396952415488771	-199	20.5303	34.71236	23.126728404911947	0.0824053452115813	0.09500474437425493	0.123796294946301
2883	0.1265315214846854	47.995847052525285	0.936057341635026	0.0477386605765508	-346	58.287865	88.9568	67.13493475740005	0.391650099403579	0.35016885197048064	0.2526119633038661
1128	0.7298430418921961	21.940302665989787	0.9151600266591976	0.1179615090533551	-208	18.005157	44.39863	27.789702192313477	0.05419652906538829	0.11445153864834261	0.04216244738391402
1167	0.4944294056703468	37.11996203123282	0.7976507982191364	0.1188260924478724	-211	21.440561	72.126816	31.65167041618668	0.12339450707732728	0.08382433012902463	0.07427580844477143
